text,rating,sentiment,text_clean,sentiment_encoded
paket sampai dengan cepat barang sesuai dengan gambar,4,Positif,paket cepat barang sesuai gambar,2
"Makasih Agan Barang cepet sampai,isi mulus . recommended seller deh....next order lagi",5,Positif,makasih agan barang cepet sampaiisi mulus recommended seller dehnext order,2
Barang ssesuai gambar dan pengirimannya cepat..,5,Positif,barang ssesuai gambar pengirimannya cepat,2
ini jugaaa okeeeh...,4,Positif,jugaaa okeeeh,2
"barang cepet sampai, terima kasih.",4,Positif,barang cepet terima kasih,2
isinya ada yg karat. produk sesuai gambar,3,Netral,isinya yg karat produk sesuai gambar,1
refillnya ada yang karatan tapi lumayan dah,4,Positif,refillnya karatan lumayan dah,2
isi steplessnya....sdh lama ya gan ada yg sdh agak berkarat...,4,Positif,isi steplessnyasdh ya gan yg sdh berkarat,2
terima kasih...  barang sudah diterima.  recommended seller...,5,Positif,terima kasih barang diterima recommended seller,2
barang dah sampe.  pengiriman cepat.,5,Positif,barang dah sampe pengiriman cepat,2
"barang dah sampai.. tapi sy salah tafsir, tak pikir 10mm utk lebarnya, ternyata kecil. ya sudahlah bisa buat yg lain. thx",3,Netral,barang dah sy salah tafsir pikir mm utk lebarnya ya yg thx,1
siiip.......................... ;),4,Positif,siiip,2
"respon cepat, barang sesuai. thx gan",4,Positif,respon cepat barang sesuai thx gan,2
terima kasih barang sudah diterima dengan baik,4,Positif,terima kasih barang diterima,2
terima kasih barang sudah sampai dengan baik..  pengirimannya agak lambat. sy pesan dan bayar tgl 13/04 sampai tgl 17/04.. jakarta to jakarta..  mungkin ini efek dari hari libur nasional jumat s/d minggu atau ada hal yang lain yah?,4,Positif,terima kasih barang pengirimannya lambat sy pesan bayar tgl tgl jakarta to jakarta efek libur nasional jumat sd minggu yah,2
Maaf baru sempet ksh ulasan.. Brg udh diterima 2 hari yg lalu.. Mksh yaa.. :),5,Positif,maaf sempet ksh ulasan brg udh diterima yg mksh yaa,2
Barang sesuai gambar... walau sedikit slow respon tp masih OK.. thx Gan,4,Positif,barang sesuai gambar slow respon tp ok thx gan,2
Sip gan mantap makasih ya,5,Positif,sip gan mantap makasih ya,2
"Produk tidak sesuai, order prohex yg dikirim ini",2,Negatif,produk sesuai order prohex yg dikirim,0
"Barang oke, packing aman, proses kirim cepat. Trims",5,Positif,barang oke packing aman proses kirim cepat trims,2
Sdh diterima. Thank you.,5,Positif,sdh diterima thank you,2
"Barang sdh sampai dengan selamat, packing jg rapih",4,Positif,barang sdh selamat packing jg rapih,2
"Okeh, sip, terima kasih...",4,Positif,okeh sip terima kasih,2
"Fast respon, harga murah.. good n recomended seller deh..",5,Positif,fast respon harga murah good n recomended seller deh,2
barang bagus isi 10 lumayan,4,Positif,barang bagus isi lumayan,2
"Clear as described, .....Recommended Seller,....AAAA+++",5,Positif,clear as described recommended selleraaaa,2
Produk bagus dan penjual recommended,5,Positif,produk bagus penjual recommended,2
okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,5,Positif,okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,2
"Thx gan pesanan udh sampe..
Recommended seller..",5,Positif,thx gan pesanan udh sampe recommended seller,2
Terimakasih.............,5,Positif,terimakasih,2
Mantul fast respon kaya VR|46,5,Positif,mantul fast respon kaya vr,2
"terima kasih ... barang telah diterima, semoga mantap ...akan order lagi",5,Positif,terima kasih barang diterima semoga mantap order,2
pas dengan yang saya cari ... barang bagus,5,Positif,pas cari barang bagus,2
Barang cocok dengan harapan ...,3,Netral,barang cocok harapan,1
terimakasih barangnya sudah sampai...,4,Positif,terimakasih barangnya,2
"salah beli, kekecilan. kualitas lumayan lah",4,Positif,salah beli kekecilan kualitas lumayan,2
barang sesuai deskripsi..,5,Positif,barang sesuai deskripsi,2
mantap laah.....harga murmer.........,4,Positif,mantap laahharga murmer,2
sesuai deskripsi dan pengiriman cepat.,4,Positif,sesuai deskripsi pengiriman cepat,2
trimaksh brang telah sampai dgn utuh.,5,Positif,trimaksh brang dgn utuh,2
Lumayan... Cocok dengan harganya,4,Positif,lumayan cocok harganya,2
mantab.......................................,5,Positif,mantab,2
mantap ...................................,4,Positif,mantap,2
"Barang sudah sampai gan, langsung ane pakai buat mbenerin kursi",5,Positif,barang gan langsung ane pakai mbenerin kursi,2
kiriman lama tapi sesuai pesanan,4,Positif,kiriman sesuai pesanan,2
dah sampe. makasih gan.............................,4,Positif,dah sampe makasih gan,2
recomended seller....thanks gan,5,Positif,recomended sellerthanks gan,2
pesanan sudah sampai... terima kasih....,5,Positif,pesanan terima kasih,2
Barang diterima sesuai pesanan...thx,5,Positif,barang diterima sesuai pesananthx,2
biar bintang yg bicara.......   ....,5,Positif,biar bintang yg bicara,2
OK................................................,4,Positif,ok,2
fast respont...best seller....,5,Positif,fast respontbest seller,2
Barang bagus sesuai pesanan mas thx,5,Positif,barang bagus sesuai pesanan mas thx,2
sesuai pesanan n proses cepat pertahankan y gan,5,Positif,sesuai pesanan n proses cepat pertahankan y gan,2
brg sdh diterima.................,2,Negatif,brg sdh diterima,0
"Good seller, sukses selalu",5,Positif,good seller sukses,2
blom kpake ga ccocok ama pluru nya trnyata,3,Netral,blom kpake ga ccocok ama pluru nya trnyata,1
semoga awet...............,4,Positif,semoga awet,2
terimakasih........................................................................................,3,Netral,terimakasih,1
Terima kasih.........,5,Positif,terima kasih,2
barang sesuai harga n berfungsi dengan baik.,4,Positif,barang sesuai harga n berfungsi,2
pesanan sesuai dengan gambar pengiriman cepat makasih..,4,Positif,pesanan sesuai gambar pengiriman cepat makasih,2
"thnks gan,barang sesuai foto,,,mudah2han awet nih,,,blm coba karna blm ada isinya,,=)",5,Positif,thnks ganbarang sesuai fotomudahhan awet nihblm coba karna blm isinya,2
"barang sdh sampai, belum dicoba semoga bisa pakai dan awet. thank u seller",5,Positif,barang sdh dicoba semoga pakai awet thank u seller,2
"barang sudah sampai, bagus packing rapi",4,Positif,barang bagus packing rapi,2
"Barang sesuai gambar, barang bagus, murah tapi tidak murahan",4,Positif,barang sesuai gambar barang bagus murah murahan,2
barang sdh ditrima dan berfungsi...manteb gan,5,Positif,barang sdh ditrima berfungsimanteb gan,2
thanks...thanks...thanks...thanks,4,Positif,thanksthanksthanksthanks,2
Sesuau dengan pesanan semoga awet. Thx...,5,Positif,sesuau pesanan semoga awet thx,2
Barang sesuai pesanan.. mantapp...,5,Positif,barang sesuai pesanan mantapp,2
bngung ini isi staples tembak nya ukuran nomer berapa ya,4,Positif,bngung isi staples tembak nya ukuran nomer ya,2
barang sudah sampai.. dan barang OK. terima kasih,4,Positif,barang barang ok terima kasih,2
"Sesuai gambar, sesuai kualitas dengan harga",3,Netral,sesuai gambar sesuai kualitas harga,1
Alat bagus berjalan normal bahannya bagus pelayanan ok...,5,Positif,alat bagus berjalan normal bahannya bagus pelayanan ok,2
siiip barang dah nyampai....... tengkyu,5,Positif,siiip barang dah nyampai tengkyu,2
"Thanks bgt yaa say
suka bgt sama barang nyaa sesuai dan good QUALITY",5,Positif,thanks bgt yaa say suka bgt barang nyaa sesuai good quality,2
Brg sudah sampai... Kualitas brg sesuai harga.. thanks..,5,Positif,brg kualitas brg sesuai harga thanks,2
Bad response...ga ada jawaban setiap di tanya..sangat sangat silent seller,3,Netral,bad responsega tanyasangat silent seller,1
tks.....................................,4,Positif,tks,2
respon kurang cepat.lain kali respon agak cepat.thanks,3,Netral,respon cepatlain kali respon cepatthanks,1
Bagus .... pengiriman ok .... rekomen,5,Positif,bagus pengiriman ok rekomen,2
barang sesuai pesanan mantafffffffff,4,Positif,barang sesuai pesanan mantafffffffff,2
"super ..
ga ribet,cepet,ga perlu nanya ada stok atau ga,saya langsung order .proses,sehari sampe ..
mantap..
barang murah tapi ga murahan..
joss
recommended seller",5,Positif,super ga ribetcepetga nanya stok gasaya langsung order prosessehari sampe mantap barang murah ga murahan joss recommended seller,2
"sesuai dengan pesanan, sangat berguna",4,Positif,sesuai pesanan berguna,2
bagus dan cepat sampai barang nya oke,5,Positif,bagus cepat barang nya oke,2
barang sudah sampai.terimakasih  next time order lagi,5,Positif,barang sampaiterimakasih next time order,2
makasih ya.... kiriman dah sampe,4,Positif,makasih ya kiriman dah sampe,2
"ya lumayanlah buat dekorasi semoga awet ya,",3,Netral,ya lumayanlah dekorasi semoga awet ya,1
Harap informasi isi staples yg bagaimanakah yg cocok?,3,Netral,harap informasi isi staples yg yg cocok,1
Okelahh..sesuai dgn deskripsi,5,Positif,okelahhsesuai dgn deskripsi,2
Puas................. thx,5,Positif,puas thx,2
"Produk sesuai deskripsi, foto 
Packing,pengiriman,RapiCepat, mantap
Sukses selalu
Terimakasih",5,Positif,produk sesuai deskripsi foto packingpengirimanrapicepat mantap sukses terimakasih,2
"Cepet bgt nyampe order yg 4hari,,,1hari udah sampe👍👍👍👍👍",5,Positif,cepet bgt nyampe order yg harihari udah sampe👍👍👍👍👍,2
"Produk sesuai deskripsi, pengiriman cepat",5,Positif,produk sesuai deskripsi pengiriman cepat,2
"Barang kualitas bagus.
Sudah coba dipakai, bekerja seperti yg diharapkan.",5,Positif,barang kualitas bagus coba dipakai yg diharapkan,2
Produk sesuai dengan gambar...mantap,5,Positif,produk sesuai gambarmantap,2
"Mantap alatny, sekali jepret langsung tancap,pokokny recommended.",5,Positif,mantap alatny jepret langsung tancappokokny recommended,2
thanks barang dah sampe....,4,Positif,thanks barang dah sampe,2
Original sesuai foto bagus mantap,5,Positif,original sesuai foto bagus mantap,2
Barang bagus sesuai.pesanan.,5,Positif,barang bagus sesuaipesanan,2
"Babut , maksudnya bagus , belanja disini , barang sesuai gambaran di otak saya",5,Positif,babut maksudnya bagus belanja barang sesuai gambaran otak,2
"asli rapide r-23, respon seller cepat",5,Positif,asli rapide r respon seller cepat,2
Produk sesuai dengan deskripsi.,5,Positif,produk sesuai deskripsi,2
Cepet abieasssssss gannnnnn,5,Positif,cepet abieasssssss gannnnnn,2
"cepet sampainya,recomend",5,Positif,cepet sampainyarecomend,2
"telah diterima dengan baik,, semoga awet barangnya",4,Positif,diterima semoga awet barangnya,2
Recomemded seller........,5,Positif,recomemded seller,2
Terima kasih sudah sampai,5,Positif,terima kasih,2
Pengiriman cepat packing rapi,5,Positif,pengiriman cepat packing rapi,2
Sesuai... maaf baru konfirmasi... fast respon...,5,Positif,sesuai maaf konfirmasi fast respon,2
recomsel....................,5,Positif,recomsel,2
Bagus...berfungsi dg baik,4,Positif,bagusberfungsi dg,2
Barang diterima sesuai order,4,Positif,barang diterima sesuai order,2
"Respon cepat, packing rapi dan aman, makasih yaaa",5,Positif,respon cepat packing rapi aman makasih yaaa,2
"Produk cepet bgt sampainya,sesuai gambar..penjual ramah..trimakasih dan sukses terus",5,Positif,produk cepet bgt sampainyasesuai gambarpenjual ramahtrimakasih sukses,2
"Pengiriman cepat,  barang sesuai deskripsi,,  terima kasih",5,Positif,pengiriman cepat barang sesuai deskripsi terima kasih,2
Paket mantab langsung dipakai dan hasilnya memuaskan ...recomended nih ..untuk order berikutnya...,5,Positif,paket mantab langsung dipakai hasilnya memuaskan recomended nih order,2
Barangnya sesuai dengan harapan,4,Positif,barangnya sesuai harapan,2
"Alhamdhulillah pesanan k sudah sampai lebih cepat dari perkiraan, kualitas barang oke banget, sangat memuaskan.",5,Positif,alhamdhulillah pesanan k cepat perkiraan kualitas barang oke banget memuaskan,2
"Barang sampai dengan selamat, packing rapih pake buble, pengiriman cepat.... top lah",5,Positif,barang selamat packing rapih pake buble pengiriman cepat top,2
Barang sesuai deskripsi dan response Seller cepat.,5,Positif,barang sesuai deskripsi response seller cepat,2
"Barang cepat sampai, pesan sabtu, minggu sampai, sesuai harapan, tks.",4,Positif,barang cepat pesan sabtu minggu sesuai harapan tks,2
👍 barang berkualitas,5,Positif,👍 barang berkualitas,2
barang baguuuus &amp; pengiriman cepat,5,Positif,barang baguuuus amp pengiriman cepat,2
Terimakasih.........................,5,Positif,terimakasih,2
"Lumayan untuk harga segitu,,, bagus juga dan bekerja dengan baik",4,Positif,lumayan harga segitu bagus,2
"Pengiriman Cepat, dan barang sesuai pesanan",5,Positif,pengiriman cepat barang sesuai pesanan,2
Good stuff .. Recommended !,5,Positif,good stuff recommended,2
Barang lom dicoba.. pasti bagus mantap dah..,5,Positif,barang lom dicoba bagus mantap dah,2
"Barang dtg cepat,  berkualiras,  dan penjual respon. Ok trims..!",5,Positif,barang dtg cepat berkualiras penjual respon ok trims,2
"Barang sudah diterima dgn baik, SGB lah, fungsi jg ok.",4,Positif,barang diterima dgn sgb fungsi jg ok,2
Barang bagus sangat kokoh,5,Positif,barang bagus kokoh,2
"bagus gan, barang nya kokoh",5,Positif,bagus gan barang nya kokoh,2
Barang sesuai dengan pesanan...mantab gan👍🏻,5,Positif,barang sesuai pesananmantab gan👍🏻,2
Brh sdh sampe. .trims gan..,5,Positif,brh sdh sampe trims gan,2
Pengiriman sangat cepat dan kenasan baik,4,Positif,pengiriman cepat kenasan,2
Good response recomended seller tapi barangnya kurang bagus.,3,Netral,good response recomended seller barangnya bagus,1
barang sesuai pesanan dan berfungsing dengan baik... thanks ya...,4,Positif,barang sesuai pesanan berfungsing thanks ya,2
"Orang counter, tukang jok, kuli bangunan, tukang cilok, tukang sate, driver grab, supir go car dll wajib beli ini.. pekerjaan jd mudah",5,Positif,orang counter tukang jok kuli bangunan tukang cilok tukang sate driver grab supir go car dll wajib beli pekerjaan jd mudah,2
Barangnya Memuaskan gan..,5,Positif,barangnya memuaskan gan,2
"barang sudah diterima dengan baik,pengiriman sesuai jadwal .. mantap 10 jempoool dah",4,Positif,barang diterima baikpengiriman sesuai jadwal mantap jempoool dah,2
Goood...................,5,Positif,goood,2
"Trimakasih, gan barang dah sampai.. Top.",5,Positif,trimakasih gan barang dah top,2
tidak bisa buat masang jok gak ke pake,2,Negatif,masang jok gak pake,0
"Staples nya sdh sampai, tks",4,Positif,staples nya sdh tks,2
"produk sesuai dengan foto
terima kasih gan",5,Positif,produk sesuai foto terima kasih gan,2
"Good, proses cepat..........",5,Positif,good proses cepat,2
Respon cepat pengiriman super cepat barang sesuai mantap,5,Positif,respon cepat pengiriman super cepat barang sesuai mantap,2
"barang bagus,respon cepat.tx.",5,Positif,barang bagusrespon cepattx,2
"Sudah dicoba, kualitas oke
Sesuai deskripsi, terima kasih",5,Positif,dicoba kualitas oke sesuai deskripsi terima kasih,2
baguuuuuuuuuuussssssssssssssss kreeeeeeeeeeen,5,Positif,baguuuuuuuuuuussssssssssssssss kreeeeeeeeeeen,2
"Responnya cepet, barang sudah sampai, dicoba juga berfungsi baik,",5,Positif,responnya cepet barang dicoba berfungsi,2
cepat sampai mantab makasih,5,Positif,cepat mantab makasih,2
Cepat pengirimannya ea,5,Positif,cepat pengirimannya ea,2
"mantep,  barang bagus..  thanks ya..",4,Positif,mantep barang bagus thanks ya,2
"Seller oke, packing oke, barang fungsi dg baik. JNE nya yg busuk. Masa dari kardus luar smp isi dalamnya basah semua kena hujan. Kurir kamprett",5,Positif,seller oke packing oke barang fungsi dg jne nya yg busuk kardus smp isi dalamnya basah kena hujan kurir kamprett,2
"respon cepat,barang sesuai poto,dan berfungsi normal..",5,Positif,respon cepatbarang sesuai potodan berfungsi normal,2
barang bagus terima kasih,5,Positif,barang bagus terima kasih,2
sangat cepat dan barang persis contoh,5,Positif,cepat barang persis contoh,2
barang oke sip recommended seller,5,Positif,barang oke sip recommended seller,2
thanks... recomended.........,5,Positif,thanks recomended,2
"Thanks gan .. barang sdh sampe, "" isi straplesnya udh patah2 rejectn sprtinya"" .. semoga bermanfaat .. semoga mkin laris lapaknya.. makasih",5,Positif,thanks gan barang sdh sampe isi straplesnya udh patah rejectn sprtinya semoga bermanfaat semoga mkin laris lapaknya makasih,2
"barang bagus sesuai gambar, &amp; sesuai harga, trims y",5,Positif,barang bagus sesuai gambar amp sesuai harga trims y,2
"Okey gan ,, makasih barang sudah mendarat",5,Positif,okey gan makasih barang mendarat,2
bagussssss.............................,4,Positif,bagussssss,2
barangx sdh sampai..packing dan barangx bgs bngt..mksh gan...,5,Positif,barangx sdh sampaipacking barangx bgs bngtmksh gan,2
Staples sdh dicoba & berfungsi baik. Terima kasih seller.,5,Positif,staples sdh dicoba berfungsi terima kasih seller,2
Barang sudah sampai dan berfungsi dengan baik,5,Positif,barang berfungsi,2
"Respon seller dan pengiriman cepet banget, packing aman dan rapi, kualitas barangnya gak murahan dan berfungsi dengan baik. Recommended terima kasih!",4,Positif,respon seller pengiriman cepet banget packing aman rapi kualitas barangnya gak murahan berfungsi recommended terima kasih,2
"Paket sesuai pesanan,  gosend lagi bagus cepat terima kasih",5,Positif,paket sesuai pesanan gosend bagus cepat terima kasih,2
